drug,strength,form,package_quantity,acquisition_cost,markup,pharmacy_fee,shipping_fee,final_price,brand_name,sku,retail_price_per_unit_UNRELIABLE,package_size_raw,volume_raw,package_quantity_status,product_slug,is_available,specialty_medication
Invokamet (Canagliflozin-Metformin HCl),150-500mg,Bottle of Tablets,60.0,,,,,535.02,,27996002200340-60-Invokamet,723.5,60,60 Tablets,confirmed,invokamet-150-500mg-tablet,False,False
Invokamet (Canagliflozin-Metformin HCl),150-1000mg,Bottle of Tablets,60.0,,,,,535.02,,27996002200350-60-Invokamet,723.5,60,60 Tablets,confirmed,invokamet-150-500mg-tablet,False,False
Invokamet (Canagliflozin-Metformin HCl),50-500mg,Bottle of Tablets,60.0,,,,,535.02,,27996002200320-60-Invokamet,723.5,60,60 Tablets,confirmed,invokamet-150-500mg-tablet,False,False
Invokamet (Canagliflozin-Metformin HCl),50-1000mg,Bottle of Tablets,60.0,,,,,535.02,,27996002200330-60-Invokamet,723.5,60,60 Tablets,confirmed,invokamet-150-500mg-tablet,False,False
Invokamet XR (Canagliflozin-Metformin HCl),150-500mg,Bottle of Extended Release Tablets,60.0,,,,,535.02,,27996002207540-60-Invokamet_XR,723.5,60,60 Tablets,confirmed,invokamet-xr-150-500mg-tablet-extended-release-24-hr,False,False
Invokamet XR (Canagliflozin-Metformin HCl),150-1000mg,Bottle of Extended Release Tablets,60.0,,,,,535.02,,27996002207550-60-Invokamet_XR,723.5,60,60 Tablets,confirmed,invokamet-xr-150-500mg-tablet-extended-release-24-hr,False,False
Invokamet XR (Canagliflozin-Metformin HCl),50-500mg,Bottle of Extended Release Tablets,60.0,,,,,535.02,,27996002207520-60-Invokamet_XR,723.5,60,60 Tablets,confirmed,invokamet-xr-150-500mg-tablet-extended-release-24-hr,False,False
Invokamet XR (Canagliflozin-Metformin HCl),50-1000mg,Bottle of Extended Release Tablets,60.0,,,,,535.02,,27996002207530-60-Invokamet_XR,723.5,60,60 Tablets,confirmed,invokamet-xr-150-500mg-tablet-extended-release-24-hr,False,False
Invokana (Canagliflozin),100mg,Bottle of Tablets,30.0,,,,,535.02,,27700020000320-30-Invokana,723.5,30,30 Tablets,confirmed,invokana-100mg-tablet-30,False,False
Invokana (Canagliflozin),100mg,Bottle of Tablets,90.0,,,,,1595.07,,27700020000320-90-Invokana,2018.96,90,90 Tablets,confirmed,invokana-100mg-tablet-30,False,False
Invokana (Canagliflozin),300mg,Bottle of Tablets,90.0,,,,,1595.07,,27700020000330-90-Invokana,2037.69,90,90 Tablets,confirmed,invokana-100mg-tablet-30,False,False
Invokana (Canagliflozin),300mg,Bottle of Tablets,30.0,,,,,535.02,,27700020000330-30-Invokana,723.5,30,30 Tablets,confirmed,invokana-100mg-tablet-30,False,False
Ipratropium-Albuterol,0.5-2.5mg / 3mL,Pack of 60 Vials of Solution,180.0,,,,,21.96,DuoNeb,44209902012015-180-Generic,102.4,180,60 x 3mL,confirmed,ipratropium-albuterol-0_5-2_5mg_solution-60-x-3ml,False,False
Ipratropium-Albuterol,0.5-2.5mg / 3mL,Pack of 30 Solution Vials,90.0,,,,,13.72,DuoNeb,44209902012015-90-Generic,81.0,90,30 x 3mL,confirmed,ipratropium-albuterol-0_5-2_5mg_solution-60-x-3ml,False,False
Ipratropium Bromide,0.06%,Nasal Spray 15mL,15.0,,,,,16.89,Atrovent,42300040102020-15-Generic,57.46,15,15mL,confirmed,ipratropium-bromide-0_06-solution-15ml,False,False
Ipratropium Bromide,0.03%,Nasal Spray 30mL,30.0,,,,,13.37,Atrovent,42300040102010-30-Generic,67.48,30,30mL,confirmed,ipratropium-bromide-0_06-solution-15ml,False,False
Ipratropium Bromide,0.02%,Box of 30 vials,1.0,,,,,15.35,Atrovent,44100030102020-1-Generic,26.62,1,30 x 2.5mL,confirmed,ipratropium-bromide-0_06-solution-15ml,False,False
Irbesartan,150mg,Tablet,90.0,,,,,8.59,Avapro,36150030000320-Generic,2.66,90,,confirmed,irbesartan-150mg-tablet,False,False
Irbesartan,300mg,Tablet,90.0,,,,,9.8,Avapro,36150030000340-Generic,2.08,90,,confirmed,irbesartan-150mg-tablet,False,False
Irbesartan,75mg,Tablet,90.0,,,,,8.55,Avapro,36150030000310-Generic,2.29,90,,confirmed,irbesartan-150mg-tablet,False,False
Irbesartan-Hydrochlorothiazide,150mg-12.5mg,Tablet,90.0,,,,,7.55,Avalide,36994002300320-Generic,2.26,90,,confirmed,irbesartan-hydrochlorothiazide-150mg-12_5mg-tablet,False,False
Irbesartan-Hydrochlorothiazide,300mg-12.5mg,Tablet,90.0,,,,,9.42,Avalide,36994002300340-Generic,2.89,90,,confirmed,irbesartan-hydrochlorothiazide-150mg-12_5mg-tablet,False,False
Isoniazid,100mg,Tablet,100.0,,,,,54.44,Nydrazid,09000060000305-Generic,0.47,100,,confirmed,isoniazid-100mg-tablet-nydrazid,False,False
Isoniazid,300mg,Tablet,30.0,,,,,101.08,Nydrazid,09000060000310-Generic,0.63,30,,confirmed,isoniazid-100mg-tablet-nydrazid,False,False
Isoniazid,50mg/5ml,mL,473.0,,,,,28.77,Nydrazid,09000060001210-Generic,0.82,473,,confirmed,isoniazid-100mg-tablet-nydrazid,False,False
Isosorb Dinitrate-Hydralazine,20-37.5mg,Tablet,90.0,,,,,19.32,BiDil,40995002400320-Generic,5.37,90,,confirmed,isosorb-dinitrate-hydralazine-20-37_5mg-tablet-bidil,False,False
Isosorbide Dinitrate,10mg,Tablet,100.0,,,,,6.72,Isordil Titradose,32100020000310-Generic,1.3,100,,confirmed,isosorbide-dinitrate-10mg-tablet-isordil-titradose,False,False
Isosorbide Dinitrate,20mg,Tablet,100.0,,,,,8.45,Isordil Titradose,32100020000315-Generic,1.07,100,,confirmed,isosorbide-dinitrate-10mg-tablet-isordil-titradose,False,False
Isosorbide Dinitrate,30mg,Tablet,100.0,,,,,8.9,Isordil Titradose,32100020000320-Generic,1.33,100,,confirmed,isosorbide-dinitrate-10mg-tablet-isordil-titradose,False,False
Isosorbide Dinitrate,40mg,Tablet,100.0,,,,,63.48,Isordil Titradose,32100020000325-Generic,3.0,100,,confirmed,isosorbide-dinitrate-10mg-tablet-isordil-titradose,False,False
Isosorbide Dinitrate,5mg,Tablet,100.0,,,,,7.07,Isordil Titradose,32100020000305-Generic,1.07,100,,confirmed,isosorbide-dinitrate-10mg-tablet-isordil-titradose,False,False
Isosorbide Mononitrate,20mg,Tablet,100.0,,,,,19.66,Monoket,32100025000320-Generic,0.87,100,,confirmed,isosorbide-mononitrate-20mg-tablet-monoket,False,False
Isosorbide Mononitrate Extended Release (ER),120mg,Tablet Extended Release 24HR,100.0,,,,,9.31,Imdur,32100025007540-Generic,8.8,100,,confirmed,isosorbide-mononitrate-er-120mg-tablet-extended-release-24hr-imdur,False,False
Isosorbide Mononitrate Extended Release (ER),30mg,Extended Release Tablet,100.0,,,,,6.41,Imdur,32100025007520-Generic,0.53,100,,confirmed,isosorbide-mononitrate-er-120mg-tablet-extended-release-24hr-imdur,False,False
Isosorbide Mononitrate Extended Release (ER),60mg,Extended Release Tablet,1000.0,,,,,6.83,Imdur,32100025007530-Generic,0.66,1000,,confirmed,isosorbide-mononitrate-er-120mg-tablet-extended-release-24hr-imdur,False,False
Isradipine,2.5mg,Capsule,100.0,,,,,41.5,DynaCirc,34000015000110-Generic,2.73,100,,confirmed,isradipine-2_5mg-capsule-dynacirc,False,False
Isradipine,5mg,Capsule,100.0,,,,,60.2,DynaCirc,34000015000120-Generic,6.77,100,,confirmed,isradipine-2_5mg-capsule-dynacirc,False,False
Itraconazole,100mg,Capsule,30.0,,,,,16.8,Sporanox,11407035000120-Generic,9.83,30,,confirmed,itraconazole-100mg-capsule-sporanox,False,False
Itraconazole,10mg/mL,Bottle of Solution,150.0,,,,,94.65,Sporanox,11407035002020-150-Generic,323.0,150,150mL,confirmed,itraconazole-100mg-capsule-sporanox,False,False
Ivabradine HCl,5mg,Tablet,60.0,,,,,17.25,Corlanor,40700035100320-Generic,10.23,60,,confirmed,ivabradine-hcl-5mg-tablet,False,False
Ivabradine HCl,7.5mg,Tablet,60.0,,,,,18.18,Corlanor,40700035100330-Generic,10.23,60,,confirmed,ivabradine-hcl-5mg-tablet,False,False
Ivermectin,1%,Tube of Cream,45.0,,,,,105.62,Soolantra,90060030003720-45-Generic,607.0,45,45g,confirmed,ivermectin-1-tube-of-cream-45-soolantra,False,False
Ivermectin,3mg,Tablet,20.0,,,,,65.62,Stromectol,15000007000310-Generic,4.0,20,,confirmed,ivermectin-3mg-tablet-stromectol,False,False
Ketoconazole,2%,Cream,15.0,,,,,7.28,Nizoral,90154045003710-15-Generic,60.8,15,15g,confirmed,ketoconazole-2-tube-of-cream-15g,False,False
Ketoconazole,2%,Cream,30.0,,,,,8.75,Nizoral,90154045003710-30-Generic,91.9,30,30g,confirmed,ketoconazole-2-tube-of-cream-15g,False,False
Ketoconazole,2%,Cream,60.0,,,,,13.22,Nizoral,90154045003710-60-Generic,113.3,60,60g,confirmed,ketoconazole-2-tube-of-cream-15g,False,False
Ketoconazole,200mg,Tablet,100.0,,,,,15.97,Nizoral,11404040000310-Generic,2.63,100,,confirmed,ketoconazole-2-tube-of-cream-15g,False,False
Ketoconazole,2%,Shampoo,120.0,,,,,11.75,Nizoral,90154045004510-120-Generic,26.22,120,120mL,confirmed,ketoconazole-2-tube-of-cream-15g,False,False
Ketoconazole,2%,Can of Foam,100.0,,,,,222.24,Extina,90154045003920-100-Generic,800.0,100,100g,confirmed,ketoconazole-2-can-of-foam-100-extina,False,False
Ketoconazole,2%,Can of Foam,50.0,,,,,191.22,Extina,90154045003920-50-Generic,677.0,50,50g,confirmed,ketoconazole-2-can-of-foam-100-extina,False,False
Ketoprofen,200 mg,Capsule Extended Release 24 Hour,100.0,,,,,170.98,Ketoprofen ER,66100035007030-Generic,6.72,100,,confirmed,ketoprofen-200-mg-capsule-extended-release-24-hour,False,False
Ketorolac Tromethamine,0.50%,Ophthalmic Solution 10mL,10.0,,,,,12.54,Acular,86805035102020-10-Generic,137.7,10,10mL,confirmed,ketorolac-tromethamine-0_5-solution-10ml,False,False
Ketorolac Tromethamine,0.50%,Ophthalmic Solution 5mL,5.0,,,,,9.16,Acular,86805035102020-5-Generic,71.77,5,5mL,confirmed,ketorolac-tromethamine-0_5-solution-10ml,False,False
Ketorolac Tromethamine,10mg,Tablet,100.0,,,,,6.72,Toradol,66100037100320-Generic,1.66,100,,confirmed,KetorolacTromethamine-10mg-Tablet,False,False
Ketotifen Fumarate,0.035 %,Solution,5.0,,,,,11.76,Zaditor,86802040102011-5-Generic,14.91,5,5 mL,confirmed,ketotifen-fumarate-0_035-ophthalmic-solution-5ml,False,False
Labetalol HCl,100mg,Tablet,100.0,,,,,6.38,Normodyne,33300010100305-Generic,0.54,100,,confirmed,labetalolhcl-100mg-tablet,False,False
Labetalol HCl,200mg,Tablet,500.0,,,,,6.9,Normodyne,33300010100310-Generic,0.84,500,,confirmed,labetalolhcl-100mg-tablet,False,False
Labetalol HCl,300mg,Tablet,100.0,,,,,8.45,Normodyne,33300010100315-Generic,0.97,100,,confirmed,labetalolhcl-100mg-tablet,False,False
Labetalol HCl,400mg,Tablet,100.0,,,,,41.74,Normodyne,33300010100320-Generic,1.67,100,,confirmed,labetalolhcl-100mg-tablet,False,False
Lactic Acid (Ammonium Lactate),12%,Lotion,227.0,,,,,16.1,Lac-Hydrin,90650015004130-227-Generic,42.3,227,227g,confirmed,lactic-acid-ammonium-lactate-12-lotion-227g,False,False
Lactulose,10g/15mL,Bottle of Solution,473.0,,,,,20.32,Duphalac,46600020002010-473-Generic,32.0,473,473mL,confirmed,lactulose-10g-15ml-bottle-of-solution-473-duphalac,False,False
Lactulose,10gm/15ml,mL,473.0,,,,,5.38,Duphalac,52400020002010-Enulose,0.08,473,,confirmed,lactulose-10g-15ml-bottle-of-solution-473-duphalac,False,False
Lamivudine,100mg,Tablet,60.0,,,,,295.14,Epivir HBV,12352050000315-Generic,14.93,60,,confirmed,lamivudine-100mg-tablet-epivir-hbv,False,False
Lamivudine,150mg,Tablet,60.0,,,,,12.8,Epivir,12106060000320-Generic,16.93,60,,confirmed,lamivudine-150mg-tablet-epivir,False,False
Lamivudine,300mg,Tablet,30.0,,,,,30.12,Epivir,12106060000330-Generic,15.4,30,,confirmed,lamivudine-150mg-tablet-epivir,False,False
Lamivudine,10mg/mL,Bottle of Solution,240.0,,,,,25.21,Epivir,12106060002020-240-Generic,142.0,240,240mL,confirmed,lamivudine-150mg-tablet-epivir,False,False
Lamivudine-Zidovudine,150-300mg,Tablet,60.0,,,,,13.62,Combivir,12109902500320-Generic,29.43,60,,confirmed,lamivudine-zidovudine-150-300mg-tablet-combivir,False,False
Lamotrigine,100mg,ODT Tablet,30.0,,,,,35.5,Lamictal ODT,72600040007240-Generic,9.15,30,,confirmed,lamotrigine-100mg-orallydisintegratingtablet-odt,False,False
Lamotrigine,25 & 50 & 100mg,Tablet Kit,35.0,,,,,261.93,Lamictal ODT,72600040006460-35-Generic,710.0,35,35 ODT Tablets,confirmed,lamotrigine-100mg-orallydisintegratingtablet-odt,False,False
Lamotrigine,200mg,ODT Tablet,30.0,,,,,28.7,Lamictal ODT,72600040007250-Generic,12.52,30,,confirmed,lamotrigine-100mg-orallydisintegratingtablet-odt,False,False
Lamotrigine,25mg,ODT Tablet,30.0,,,,,27.98,Lamictal ODT,72600040007225-Generic,7.03,30,,confirmed,lamotrigine-100mg-orallydisintegratingtablet-odt,False,False
Lamotrigine,50mg,ODT Tablet,30.0,,,,,27.98,Lamictal ODT,72600040007230-Generic,8.14,30,,confirmed,lamotrigine-100mg-orallydisintegratingtablet-odt,False,False
Lamotrigine,100mg,Tablet,500.0,,,,,6.31,Lamictal,72600040000330-Generic,1.37,500,,confirmed,lamotrigine-100mg-tablet,False,False
Lamotrigine,150mg,Tablet,500.0,,,,,6.17,Lamictal,72600040000335-Generic,1.32,500,,confirmed,lamotrigine-100mg-tablet,False,False
Lamotrigine,200mg,Tablet,500.0,,,,,6.45,Lamictal,72600040000340-Generic,1.44,500,,confirmed,lamotrigine-100mg-tablet,False,False
Lamotrigine,25mg,Tablet,500.0,,,,,5.59,Lamictal,72600040000310-Generic,0.86,500,,confirmed,lamotrigine-100mg-tablet,False,False
Lamotrigine,5mg,Chewable Tablet,100.0,,,,,8.24,Lamictal,72600040000510-Generic,1.5,100,,confirmed,lamotrigine-100mg-tablet,False,False
Lamotrigine,25mg,Chewable Tablet,100.0,,,,,7.31,Lamictal,72600040000520-Generic,2.08,100,,confirmed,lamotrigine-100mg-tablet,False,False
Lamotrigine Extended Release (ER),100mg,Extended Release Tablet,30.0,,,,,11.0,Lamictal XR,72600040007530-Generic,12.43,30,,confirmed,lamotrigineextendedreleaseer-100mg-tablet,False,False
Lamotrigine Extended Release (ER),200mg,Extended Release Tablet,30.0,,,,,12.18,Lamictal XR,72600040007540-Generic,13.12,30,,confirmed,lamotrigineextendedreleaseer-100mg-tablet,False,False
Lamotrigine Extended Release (ER),25mg,Extended Release Tablet,30.0,,,,,9.38,Lamictal XR,72600040007510-Generic,5.29,30,,confirmed,lamotrigineextendedreleaseer-100mg-tablet,False,False
Lamotrigine Extended Release (ER),250mg,Extended Release Tablet,30.0,,,,,28.67,Lamictal XR,72600040007545-Generic,13.12,30,,confirmed,lamotrigineextendedreleaseer-100mg-tablet,False,False
Lamotrigine Extended Release (ER),50mg,Extended Release Tablet,30.0,,,,,10.11,Lamictal XR,72600040007520-Generic,11.7,30,,confirmed,lamotrigineextendedreleaseer-100mg-tablet,False,False
Lamotrigine Extended Release (ER),300mg,Extended Release Tablet,30.0,,,,,22.46,Lamictal XR,72600040007550-Generic,13.12,30,,confirmed,lamotrigineextendedreleaseer-100mg-tablet,False,False
Lamotrigine Starter Kit-Blue,35 x 25mg,Blue Kit,35.0,,,,,657.07,Lamictal,72600040006420-35-Generic,710.0,35,35 Tablets,confirmed,lamotrigine-starter-kit-blue-35-x-25mg-blue-kit-35-lamictal,False,False
Lamotrigine Starter Kit-Green,84 x 25mg & 14x100mg,Green Kit,98.0,,,,,1830.8,Lamictal,72600040006435-98-Generic,9809.0,98,98 Tablets,confirmed,lamotrigine-starter-kit-green-84-x-25mg-14x100mg-green-kit-98-lamictal,False,False
Lamotrigine Starter Kit-Orange,42 x 25mg & 7 x 100mg,Orange Kit,49.0,,,,,954.05,Lamictal,72600040006430-49-Generic,995.0,49,49 Tablets,confirmed,lamotrigine-starter-kit-orange-42-x-25mg-7-x-100mg-orange-kit-49-lamictal,False,False
Lansoprazole Delayed Release (DR),15mg,Delayed Release Capsule,30.0,,,,,10.76,Prevacid,49270040006510-Generic,4.08,30,,confirmed,lansoprazole-15mg-capsule,False,False
Lansoprazole Delayed Release (DR),30mg,Delayed Release Capsule,500.0,,,,,6.9,Prevacid,49270040006520-Generic,5.15,500,,confirmed,lansoprazole-15mg-capsule,False,False
Lansoprazole DR Orally Disintegrating Tablets (ODT),15mg,Delayed Release ODT Tablet,100.0,,,,,43.64,Prevacid SoluTab,4927004000H315-Generic,13.46,100,,confirmed,lansoprazole-delayed-release-dr-15mg-orally-disintegrating-tablet,False,False
Lansoprazole DR Orally Disintegrating Tablets (ODT),30mg,Delayed Release ODT Tablet,100.0,,,,,49.85,Prevacid SoluTab,4927004000H330-Generic,14.25,100,,confirmed,lansoprazole-delayed-release-dr-15mg-orally-disintegrating-tablet,False,False
Lanthanum Carbonate,1000mg,Tablet Chewable,10.0,,,,,536.3,Fosrenol,52800045200560-Generic,12.7,10,,confirmed,lanthanum-carbonate-1000mg-tablet-chewable-fosrenol,False,False
Lanthanum Carbonate,500mg,Tablet Chewable,45.0,,,,,104.67,Fosrenol,52800045200540-Generic,10.9,45,,confirmed,lanthanum-carbonate-1000mg-tablet-chewable-fosrenol,False,False
Lanthanum Carbonate,750mg,Tablet Chewable,90.0,,,,,50.99,Fosrenol,52800045200550-Generic,14.97,90,,confirmed,lanthanum-carbonate-1000mg-tablet-chewable-fosrenol,False,False
Lantus,100 unit/ml,Solution,10.0,,,,,5.0,Sanofi,27104003002020-10-Lantus,0.0,10,10 mL,confirmed,lantus-100-unit_ml-solution-10-lantus,False,False
Lapatinib Ditosylate,250mg,Tablet,150.0,,,,,694.48,Tykerb,21533026100320-Generic,145.1,150,,confirmed,lapatinib-ditosylate-250mg-tablet-tykerb,False,False
Latanoprost,0.005%,Solution Dropper,2.5,,,,,7.28,Xalatan,86330050002020-2.5-Generic,37.0,2.5,2.5mL,confirmed,latanoprost-0_01-solution-dropper-2_5-xalatan,False,False
Leflunomide,20mg,Tablet,30.0,,,,,19.42,Arava,66280050000320-Generic,7.49,30,,confirmed,leflunomide-20mg-tablet,False,False
Leflunomide,10mg,Tablet,30.0,,,,,7.21,Arava,66280050000310-Generic,6.3,30,,confirmed,leflunomide-20mg-tablet,False,False
Letrozole,2.5mg,Tablet,90.0,,,,,7.48,Femara,21402860000320-Generic,7.2,90,,confirmed,letrozole-2_5mg-tablet,False,False
Leucovorin Calcium,10mg,Tablet,12.0,,,,,52.89,Wellcovorin,21755040100325-Generic,7.67,12,,confirmed,leucovorin-calcium-10mg-tablet-wellcovorin,False,False
Leucovorin Calcium,15mg,Tablet,24.0,,,,,44.26,Wellcovorin,21755040100335-Generic,11.37,24,,confirmed,leucovorin-calcium-10mg-tablet-wellcovorin,False,False
Leucovorin Calcium,25mg,Tablet,25.0,,,,,34.15,Wellcovorin,21755040100345-Generic,17.07,25,,confirmed,leucovorin-calcium-10mg-tablet-wellcovorin,False,False
Leucovorin Calcium,5mg,Tablet,100.0,,,,,10.35,Wellcovorin,21755040100310-Generic,2.2,100,,confirmed,leucovorin-calcium-10mg-tablet-wellcovorin,False,False
Leuprolide Acetate,1mg/0.2ml,Kit,1.0,,,,,64.02,Lupron,21405010106407-1-Generic,1607.0,1,1 ea,confirmed,leuprolide-acetate-1mg_0_2ml-kit-1,False,False
Levalbuterol HCl,0.31mg/3mL,Pack of Solution Vials,75.0,,,,,23.12,Xopenex,44201045102510-75-Generic,128.0,75,75mL (25 x 3mL Vials),confirmed,levalbuterol-hcl-0_31mg-3ml-pack-of-solution-vials-3-xopenex,False,False
Levalbuterol HCl,0.63mg/3mL,Pack of Solution Vials,90.0,,,,,15.48,Xopenex,44201045102520-90-Generic,188.0,90,90mL (30 x 3mL Vials),confirmed,levalbuterol-hcl-0_31mg-3ml-pack-of-solution-vials-3-xopenex,False,False
Levalbuterol HCl,1.25mg/3mL,Pack of Solution Vials,90.0,,,,,18.86,Xopenex,44201045102530-90-Generic,199.0,90,90mL (30 x 3mL Vials),confirmed,levalbuterol-hcl-0_31mg-3ml-pack-of-solution-vials-3-xopenex,False,False
Levalbuterol HCl,0.31 mg/3ml,Nebulization Solution,90.0,,,,,19.03,Xopenex,44201045102510-90-Generic,151.42,90,90 mL,confirmed,levalbuterol-hcl-0_31mg-3ml-pack-of-solution-vials-3-xopenex,False,False
Levalbuterol HCl,0.63mg/3ml,Pack of Solution Vials,75.0,,,,,23.12,Xopenex,44201045102520-75-Generic,146.05,75,75 mL (25 x 3mL Vials),confirmed,levalbuterol-hcl-0_31mg-3ml-pack-of-solution-vials-3-xopenex,False,False
Levalbuterol HCl,1.25mg/3mL,Pack of Solution Vials,75.0,,,,,22.25,Xopenex,44201045102530-75-Generic,166.87,75,75 mL (25 x 3mL Vials),confirmed,levalbuterol-hcl-0_31mg-3ml-pack-of-solution-vials-3-xopenex,False,False
Levalbuterol Tartrate,45mcg/act,Aerosol Inhaler,15.0,,,,,54.78,Xopenex HFA,44201045503220-15-Generic,59.39,15,15 grams,confirmed,levalbuterol-tartrate-45mcg_act-aerosol-inhaler-15,False,False
Levetiracetam,1000mg,Tablet,60.0,,,,,9.21,Keppra,72600043000350-Generic,3.44,60,,confirmed,levetiracetam-1000mg-tablet,False,False
Levetiracetam,250mg,Tablet,500.0,,,,,5.97,Keppra,72600043000320-Generic,1.43,500,,confirmed,levetiracetam-1000mg-tablet,False,False
Levetiracetam,500mg,Tablet,500.0,,,,,6.59,Keppra,72600043000330-Generic,1.48,500,,confirmed,levetiracetam-1000mg-tablet,False,False
Levetiracetam,750mg,Tablet,500.0,,,,,7.21,Keppra,72600043000340-Generic,2.63,500,,confirmed,levetiracetam-1000mg-tablet,False,False
Levetiracetam,100mg/mL,Bottle of Oral Solution,473.0,,,,,13.21,Keppra,72600043002020-473-Generic,228.0,473,473mL,confirmed,levetiracetam-1000mg-tablet,False,False
Levetiracetam Extended Release (ER),500mg,Extended Release Tablet,60.0,,,,,8.14,Keppra XR,72600043007520-Generic,3.15,60,,confirmed,levetiracetamextendedreleaseer-500mg-tablet,False,False
Levetiracetam Extended Release (ER),750mg,Extended Release Tablet,60.0,,,,,9.21,Keppra XR,72600043007530-Generic,4.75,60,,confirmed,levetiracetamextendedreleaseer-500mg-tablet,False,False
Levobunolol HCl,0.50%,Solution Dropper,5.0,,,,,17.08,Betagan,86250020102005-5-Generic,24.0,5,5mL,confirmed,levobunolol-hcl-0_50-solution-dropper-5-betagan,False,False
Levocarnitine,330mg,Tablet,90.0,,,,,18.77,Carnitor,30903045100330-Generic,1.3,90,,confirmed,levocarnitine-330mg-tablet-carnitor,False,False
Levocarnitine,1g / 10mL,Bottle of Oral Solution,118.0,,,,,19.38,Carnitor,30903045102010-118-Generic,57.34,118,118mL,confirmed,levocarnitine-330mg-tablet-carnitor,False,False
Levocetirizine Dihydrochloride,5mg,Tablet,90.0,,,,,5.97,Xyzal,41550027100320-Generic,2.58,90,,confirmed,LevocetirizineDihydrochloride-5mg-Tablet,False,False
Levocetirizine Dihydrochloride,2.5mg / 5mL,Solution,148.0,,,,,17.25,Xyzal,41550027102020-148-Generic,92.73,148,148mL,confirmed,LevocetirizineDihydrochloride-5mg-Tablet,False,False
Levofloxacin,250mg,Tablet,50.0,,,,,6.62,Levaquin,05000034000320-Generic,10.69,50,,confirmed,levofloxacin-250mg-tablet,False,False
Levofloxacin,500mg,Tablet,50.0,,,,,7.59,Levaquin,05000034000330-Generic,11.31,50,,confirmed,levofloxacin-250mg-tablet,False,False
Levofloxacin,750mg,Tablet,20.0,,,,,9.07,Levaquin,05000034000340-Generic,18.43,20,,confirmed,levofloxacin-250mg-tablet,False,False
Levofloxacin,25mg/mL,Bottle of Solution,200.0,,,,,390.19,Levaquin,05000034002050-200-Generic,445.0,200,200mL,confirmed,levofloxacin-250mg-tablet,False,False
Levonor-Eth Est,0.1/0.125/0.15-0.025mg,Pack of Tablets,91.0,,,,,157.54,Rivelsa,25993002300350-91-Generic,427.0,91,91 Tablets,confirmed,levonor-eth-est-0_1-0_125-0_15-0_025mg-pack-of-tablets-91-rivelsa,False,False
Levonorgestrel,1.5mg,Tablet,1.0,,,,,99.88,Plan B One-Step,25400040000340-Generic,40.0,1,,confirmed,levonorgestrel-1_5mg-tablet-plan-b-one-step,False,False
